视频标题,视频ID,keyword,video_href,video_list_urls,author,date
阿里巴巴被罚，中国推策反垄断法！,BV1Xy4y1m7KZ,阿里被罚,https://www.bilibili.com/video/BV1Xy4y1m7KZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=8&o=168,肾宝片嘤嘤嘤,2020-12-26
从阿里违反反垄断法被罚182亿元，带你了解什么是“垄断市场”？,BV1wh411S7Ho,阿里被罚,https://www.bilibili.com/video/BV1wh411S7Ho/,https://search.bilibili.com/all?keyword=阿里被罚&page=8&o=168,九日名词,2021-4-19
蚂蚁被罚71.23亿，真的值得同情吗？,BV1Xs4y1672a,阿里被罚,https://www.bilibili.com/video/BV1Xs4y1672a/,https://search.bilibili.com/all?keyword=阿里被罚&page=8&o=168,骑脸输出花小轮,2023-7-8
阿里又被罚！卖家有影响？,BV1Ka4y1n7gr,阿里被罚,https://www.bilibili.com/video/BV1Ka4y1n7gr/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,我为啥设置昵称,2020-12-31
阿里、美团相继被罚，一个字：该！,BV1A34y1S7zn,阿里被罚,https://www.bilibili.com/video/BV1A34y1S7zn/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,郝小亮频道,2021-10-9
重大突发！阿里、腾讯、b站遭处罚，13张罚单集中发布。阿里腾讯bilibili被罚,BV1EL4y1J7JQ,阿里被罚,https://www.bilibili.com/video/BV1EL4y1J7JQ/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,账号已注销,2022-1-6
你可能对阿里被罚182亿背后的反垄断一无所知。,BV1j64y1U75b,阿里被罚,https://www.bilibili.com/video/BV1j64y1U75b/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,无中生有咖啡,2021-4-29
阿里巴巴“水逆”被罚182亿，股民何去何从？投资的角度我们应该怎么理性看待呢？,BV1p64y1m7JY,阿里被罚,https://www.bilibili.com/video/BV1p64y1m7JY/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,李荣茂,2021-4-10
阿里巴巴集团被罚182.28亿元，刚刚，阿里巴巴回应了：诚恳接受，坚决服从,BV1RK4y1m7HF,阿里被罚,https://www.bilibili.com/video/BV1RK4y1m7HF/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,清风君-GT,2021-4-10
马云跌落神坛？早已被阿里股东“除名”？被罚182亿幕后曝光！,BV1ih4y1G7Lm,阿里被罚,https://www.bilibili.com/video/BV1ih4y1G7Lm/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,bili_31238027875,2023-6-8
阿里重罚180亿，马云憔悴.那么他怎么成功的呢？听听马云阐述成功企业家的惊天秘密,BV1NK411F7vZ,阿里被罚,https://www.bilibili.com/video/BV1NK411F7vZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,水飞蓟video,2021-5-15
重拳出击阿里被罚182亿，马云该如何应对？华为却做了不同的选择,BV1Jv41177vP,阿里被罚,https://www.bilibili.com/video/BV1Jv41177vP/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,无影剪哥,2021-4-16
腾讯 阿里 B站被罚！,BV1pY41187hf,阿里被罚,https://www.bilibili.com/video/BV1pY41187hf/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,账号已注销,2022-1-6
30年前的小品神奇预言，阿里巴巴被罚事件,BV1Ff4y1s7FX,阿里被罚,https://www.bilibili.com/video/BV1Ff4y1s7FX/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,我是怪谈阿婆主,2021-4-11
阿里巴巴滥用市场支配地位，实施垄断行为，被罚182.28亿元！,BV1964y1S7x2,阿里被罚,https://www.bilibili.com/video/BV1964y1S7x2/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,bj上单不带眼,2021-4-10
阿里被罚，股价却上涨！什么逻辑？,BV1US4y1X7k1,阿里被罚,https://www.bilibili.com/video/BV1US4y1X7k1/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,融融_聊财经,2021-12-6
22年1月5日反垄断再出重拳，腾迅、阿里、 B 站被罚！,BV1N3411e7dU,阿里被罚,https://www.bilibili.com/video/BV1N3411e7dU/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,账号已注销,2022-1-6
蚂蚁被罚70多亿，阿里或将踏上新的征程,BV1CN411m7sf,阿里被罚,https://www.bilibili.com/video/BV1CN411m7sf/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,短线阿龙,2023-7-10
继阿里，美团被罚上百亿后、腾讯又将面临至少100亿罚款？国内互联网公司到底怎么了？,BV1Q84y1F72t,阿里被罚,https://www.bilibili.com/video/BV1Q84y1F72t/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,PPP吐干货,2021-5-1
市场监管总局反垄断再出手，腾讯、阿里、B站等被罚，反垄断局连发9条腾讯相关行政处罚,BV1Mq4y127ia,阿里被罚,https://www.bilibili.com/video/BV1Mq4y127ia/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,账号已注销,2022-1-6
阿里巴巴集团被罚182.28亿元，网友：什么时候轮到TX,BV1JU4y1h7jA,阿里被罚,https://www.bilibili.com/video/BV1JU4y1h7jA/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,洋葱OvO,2021-4-14
带你了解清楚互联网反垄断！为什么阿里罚180亿，腾讯才罚50万？对我们有什么影响？,BV1Eq4y1J7GU,阿里被罚,https://www.bilibili.com/video/BV1Eq4y1J7GU/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,陈溥江,2021-5-5
阿里腾讯顺丰三巨头关联公司均涉垄断被罚，阿里回应：积极整改,BV1Xy4y1S7xb,阿里被罚,https://www.bilibili.com/video/BV1Xy4y1S7xb/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,新华社快看,2020-12-14
解读阿里被罚182亿始末：决不允许出现俄式金融“寡头”！,BV1nd4y1v7Ur,阿里被罚,https://www.bilibili.com/video/BV1nd4y1v7Ur/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,一号历史会馆2,2022-12-24
马云“狼子野心”暴露！阿里被罚只是冰山一角？其目的不仅是捞钱,BV1Eb4y1C73G,阿里被罚,https://www.bilibili.com/video/BV1Eb4y1C73G/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,小娱海棠记,2021-6-24
【冰雷丶】阿里巴巴也因此法被罚182亿？世界第一半导体设备公司，扩张计划缘何折戟中国。,BV1ub4y1D7WA,阿里被罚,https://www.bilibili.com/video/BV1ub4y1D7WA/,https://search.bilibili.com/all?keyword=阿里被罚&page=9&o=192,冰雷丶,2021-4-10
刚刚，阿里被罚182亿！网友：福报来了,BV15f4y1s7h6,阿里被罚,https://www.bilibili.com/video/BV15f4y1s7h6/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,李才哥,2021-4-11
阿里巴巴集团实施垄断行为被罚182.28亿元,BV1J5411c7tH,阿里被罚,https://www.bilibili.com/video/BV1J5411c7tH/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,阿文知讯,2021-4-10
【消费保】薇姐说消费—阿里巴巴被罚182亿  未来反垄断还会一直持续,BV1JU4y1h7cM,阿里被罚,https://www.bilibili.com/video/BV1JU4y1h7cM/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,消费保,2021-4-13
腾讯阿里因收购多家企业没申报被罚， 已建立起庞大商业王国，市值高达12万亿，创业板占比八成，前六大互联网投资了五家,BV1cG411s7ry,阿里被罚,https://www.bilibili.com/video/BV1cG411s7ry/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,龙鳞扯天下,2022-7-11
阿里巴巴被罚182亿，你觉得下一个会是谁,BV1x5411c76B,阿里被罚,https://www.bilibili.com/video/BV1x5411c76B/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,马哥说公考,2021-4-13
重磅：阿里被罚182亿，传递两个信号！！,BV1uK4y1o7WB,阿里被罚,https://www.bilibili.com/video/BV1uK4y1o7WB/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,bili_481319199,2021-4-10
阿里被罚钱？天大的好事啊,BV1Vy4y147t3,阿里被罚,https://www.bilibili.com/video/BV1Vy4y147t3/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,好戏财开始,2021-4-18
阿里巴巴被罚182亿，“马爸爸”一朝跌落神坛？他究竟错在哪？,BV1fK4y1m7Bh,阿里被罚,https://www.bilibili.com/video/BV1fK4y1m7Bh/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,吃瓜娱群,2021-4-16
阿里阅文丰巢反垄断合计被罚150万，阿里巴巴回应已按照要求整改,BV1z5411G7Fb,阿里被罚,https://www.bilibili.com/video/BV1z5411G7Fb/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,财联社CC新闻,2020-12-14
阿里巴巴集团被罚182.28亿元,BV1vh411U7dG,阿里被罚,https://www.bilibili.com/video/BV1vh411U7dG/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,炫视线,2021-4-10
2022反垄断再升级？腾讯、阿里、B站被罚！连开13张罚单背后有何深意？,BV1Mm4y1o75d,阿里被罚,https://www.bilibili.com/video/BV1Mm4y1o75d/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,数说财税,2022-2-21
【微博实时热搜】-阿里阅文丰巢反垄断合计被罚150万-2020-12-14 13-52,BV1Qi4y157tc,阿里被罚,https://www.bilibili.com/video/BV1Qi4y157tc/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,电烟风暴VapeStorm,2020-12-14
罚128亿对阿里意味着什么,BV1Hv41177tQ,阿里被罚,https://www.bilibili.com/video/BV1Hv41177tQ/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,孔老师白话财经,2021-4-11
阿里巴巴被罚182亿，在国际反垄断罚款中能排第几名？,BV1Tv41177D7,阿里被罚,https://www.bilibili.com/video/BV1Tv41177D7/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,OFweek维科网,2021-4-14
阿里巴巴被罚182.28亿元,BV1AB4y1A7ML,阿里被罚,https://www.bilibili.com/video/BV1AB4y1A7ML/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,1A2A3AHH,2021-4-10
阿里巴巴因实施&quot;二选一&quot;垄断行为被罚182.28亿元,BV1wV411H7iN,阿里被罚,https://www.bilibili.com/video/BV1wV411H7iN/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,高清电视摄录,2021-4-10
重罚！出轨后的蒋凡被除名阿里合伙人！,BV1a5411x7nw,阿里被罚,https://www.bilibili.com/video/BV1a5411x7nw/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,生活小心心,2020-4-27
市场监管总局依法对阿里巴巴作出行政处罚，实施垄断行为被罚182.28亿元！,BV1Q54y1b7c4,阿里被罚,https://www.bilibili.com/video/BV1Q54y1b7c4/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,直播日照,2021-4-10
阿里云被罚停！工信部宣布与阿里云停止合作，马云做错了什么,BV1BY4y187rq,阿里被罚,https://www.bilibili.com/video/BV1BY4y187rq/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,冷叔说戏,2022-4-28
【微博实时热搜】-市场监管总局回应阿里等企业反垄断被罚-2020-12-14 13-44,BV1tv41147G1,阿里被罚,https://www.bilibili.com/video/BV1tv41147G1/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,电烟风暴VapeStorm,2020-12-14
阿里巴巴集团被罚182.28亿元,BV1FX4y137qL,阿里被罚,https://www.bilibili.com/video/BV1FX4y137qL/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,搬运工1234,2021-4-10
阿里巴巴被罚百亿，马云3次邀约惨被拒，王菲才是最明智的人,BV1ZX4y1g785,阿里被罚,https://www.bilibili.com/video/BV1ZX4y1g785/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,娱圈大杂烩,2021-4-10
阿里之后，美团“二选一”要被罚多少钱呢？,BV13Z4y1F7Cp,阿里被罚,https://www.bilibili.com/video/BV13Z4y1F7Cp/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,浩哥新商业,2021-4-27
阿里再陷舆论危机！可能比重罚180还要惨！股价还要跌？,BV1eM4y157NH,阿里被罚,https://www.bilibili.com/video/BV1eM4y157NH/,https://search.bilibili.com/all?keyword=阿里被罚&page=10&o=216,齐俊杰看财经,2021-8-9
阿里巴巴集团滥用市场支配地位实施垄断行为，被罚182.28亿远,BV1nU4y1h7JH,阿里被罚,https://www.bilibili.com/video/BV1nU4y1h7JH/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,爱国非常爱国,2021-4-10
大厂罚站结束！透露什么巨变信号？,BV1Zm4y1E7AM,阿里被罚,https://www.bilibili.com/video/BV1Zm4y1E7AM/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,保彪,2023-7-14
马云的网商银行被罚，互联网金融大肆敛财，阿里能否成为中国财阀,BV1ZW4y167er,阿里被罚,https://www.bilibili.com/video/BV1ZW4y167er/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,梦梦小说闲聊,2022-6-21
反垄断再出手！腾讯、阿里、B站被罚！（搬运）,BV1ba411z7ck,阿里被罚,https://www.bilibili.com/video/BV1ba411z7ck/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,凉茶cha,2022-1-5
阿里因垄断被罚。什么是垄断行为？,BV1Pf4y1h7YV,阿里被罚,https://www.bilibili.com/video/BV1Pf4y1h7YV/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,黄驴师_法律咨询,2021-6-16
为什么，说蚂蚁被罚71.23亿并不多。,BV1pW4y1f7iS,阿里被罚,https://www.bilibili.com/video/BV1pW4y1f7iS/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,钱在说,2023-7-8
阿里巴巴回应被处罚182.28亿元：诚恳接受 坚决服从，人民日报评监管部门处罚阿里巴巴【阿里巴巴公开信，阿里巴巴回应被行政处罚】阿里巴巴集团被罚182.28亿元,BV1Dp4y1873p,阿里被罚,https://www.bilibili.com/video/BV1Dp4y1873p/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,bili_526044134,2021-4-10
马云再起风波：因行业垄断被罚128亿，阿里还有未来吗？,BV1v64y1S7GS,阿里被罚,https://www.bilibili.com/video/BV1v64y1S7GS/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,七星侃娱,2021-4-10
阿里巴巴被罚，更惨的是湖畔大学也出事了。。。,BV1ff4y1W7Es,阿里被罚,https://www.bilibili.com/video/BV1ff4y1W7Es/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,量子派,2021-4-10
蚂蚁被罚71.23亿，马老板睡觉都能笑醒,BV12X4y1e7Na,阿里被罚,https://www.bilibili.com/video/BV12X4y1e7Na/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,百万商业观察,2023-7-11
阿里巴巴滥用市场支配地位被罚182.28亿元，请问阿里巴巴集团扣除每年的税收之外，一年能赚多少钱？能把这些罚款作为红包分给商家们吗？,BV16s4y197Ws,阿里被罚,https://www.bilibili.com/video/BV16s4y197Ws/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,谢谢你的爱20221102,2023-4-26
2021.04.12A股下跌，阿里被罚182亿，医疗大跌，,BV14U4y1h77r,阿里被罚,https://www.bilibili.com/video/BV14U4y1h77r/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,艾尔睡不醒,2021-4-12
薇娅偷逃税被罚13.41亿元，后面还有更大的瓜,BV1sP4y1H7or,阿里被罚,https://www.bilibili.com/video/BV1sP4y1H7or/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,新鲜有趣的,2021-12-20
【阿里巴巴马云被罚182亿不冤枉】淘宝官方包庇纵容淘宝回收二手电脑手机骗子欺诈多年，至今扔在行骗，看看官方客服态度，就可见一斑！,BV1gb4y1D7FZ,阿里被罚,https://www.bilibili.com/video/BV1gb4y1D7FZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,奥特曼回收电脑3号,2021-4-12
蚂蚁被罚71.23 亿，天价罚单释放3大隐藏积极信号,BV14m4y1E7tL,阿里被罚,https://www.bilibili.com/video/BV14m4y1E7tL/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,伯虎财经V,2023-7-12
马云的网商银行被罚，互联网金融大肆敛财，阿里能否成为中国财阀,BV1Cu411e7YW,阿里被罚,https://www.bilibili.com/video/BV1Cu411e7YW/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,浣熊闲聊,2022-4-10
互联网不是法外之地 阿里、腾讯、顺丰摊上大事 违反反垄断法被罚,BV18A411s72w,阿里被罚,https://www.bilibili.com/video/BV18A411s72w/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,舆论真谛,2020-12-15
阿里巴巴被罚182亿，巴菲特怎么看？,BV19L4y1h795,阿里被罚,https://www.bilibili.com/video/BV19L4y1h795/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,投资有惊喜,2021-9-9
阿里巴巴被罚182亿！你怎么看？,BV13U4y1h7ag,阿里被罚,https://www.bilibili.com/video/BV13U4y1h7ag/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,海螺复盘,2021-4-10
吃90%利润，只留10%给实业！经济学家评阿里：罚你是轻的！,BV1gX4y1f7Na,阿里被罚,https://www.bilibili.com/video/BV1gX4y1f7Na/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,哈佛商业评论,2023-3-15
马云的崩塌，蚂蚁集团被罚71.23亿，值得同情吗,BV1ZV4y187r9,阿里被罚,https://www.bilibili.com/video/BV1ZV4y187r9/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,人间百态谈,2023-7-9
支付宝罚71亿财付通罚30亿后，为何股价大涨，为何有人偷笑,BV1T8411D7GB,阿里被罚,https://www.bilibili.com/video/BV1T8411D7GB/,https://search.bilibili.com/all?keyword=阿里被罚&page=11&o=240,大狐投了,2023-7-8
公务员面试：阿里被罚180多亿，亏吗？,BV1xU4y1h7u8,阿里被罚,https://www.bilibili.com/video/BV1xU4y1h7u8/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,公考静学姐1,2021-4-13
阿里巴巴垄断被罚182亿，其实早有征兆，马云背后老板曾公开拒绝华为,BV1eK4y1m7yQ,阿里被罚,https://www.bilibili.com/video/BV1eK4y1m7yQ/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,娱圈老表,2021-4-11
蒋凡遭阿里“重罚”？看阿里公关神操作,BV1ce411x75d,阿里被罚,https://www.bilibili.com/video/BV1ce411x75d/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,冷水财经,2020-4-27
魔幻！为何阿里被罚却股价大涨？如何看待马云的金融创新？,BV1p64y1m7bw,阿里被罚,https://www.bilibili.com/video/BV1p64y1m7bw/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,小马读财,2021-4-14
阿里被罚182亿，原因是什么？意味着什么,BV1j64y1m7Hk,阿里被罚,https://www.bilibili.com/video/BV1j64y1m7Hk/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,赢家说股市,2021-4-12
阿里巴巴垄断行为被罚182，28亿,BV19p4y187Vf,阿里被罚,https://www.bilibili.com/video/BV19p4y187Vf/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,小餅苷,2021-4-10
蚂蚁被罚71亿，但这不叫金融创新,BV1yx4y1o7sT,阿里被罚,https://www.bilibili.com/video/BV1yx4y1o7sT/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,京山巨大嘎,2023-7-16
阿里巴巴——被罚182亿，你以为对马云影响有多大？那你就太天真了,BV13M4y1u7bZ,阿里被罚,https://www.bilibili.com/video/BV13M4y1u7bZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,乐声乐色,2021-6-18
阿里巴巴收天价罚单，致命警报解除没？,BV1Kv41177q5,阿里被罚,https://www.bilibili.com/video/BV1Kv41177q5/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,灰犀牛财智,2021-4-10
罚罚罚，蚂蚁集团罚款超71亿，腾讯罚款近30亿，7月7日，央行公布行政处罚信息显示，腾讯旗下财付通被没收违法所得56612.388789万元，罚款242677.,BV1Lm4y1n7Wt,阿里被罚,https://www.bilibili.com/video/BV1Lm4y1n7Wt/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,王者大神在线教学,2023-7-7
阿里腾讯受到巨额处罚,BV1SX4y1H77o,阿里被罚,https://www.bilibili.com/video/BV1SX4y1H77o/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,南极不是北极,2023-7-10
阿里巴巴被罚182亿，为什么“善良”地主家的余粮不能吃？,BV1864y1S7gD,阿里被罚,https://www.bilibili.com/video/BV1864y1S7gD/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,多村老盛,2021-4-12
阿里巴巴集团被罚182.28亿元！,BV1EL41157Aq,阿里被罚,https://www.bilibili.com/video/BV1EL41157Aq/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,盛阳专利,2022-1-12
阿里被罚182亿，看可乐之战是如何良性垄断市场的,BV1PB4y1A7tR,阿里被罚,https://www.bilibili.com/video/BV1PB4y1A7tR/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,春哥讲故事,2021-4-10
为什么滴滴是第一个因为数据安全被重罚的互联网大厂？【翟志勇】,BV12d4y1T7BK,阿里被罚,https://www.bilibili.com/video/BV12d4y1T7BK/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,翟志勇,2022-8-6
走进生活中的CPA经济法｜反垄断法｜如何理解阿里巴巴集团被罚182.28亿元？,BV1PA411V7rP,阿里被罚,https://www.bilibili.com/video/BV1PA411V7rP/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,品职教育,2021-4-20
"马云被罚182亿,人民日报点评,李雪琴早有暗示说出阿里巴巴弊端？",BV1B54y1b7zS,阿里被罚,https://www.bilibili.com/video/BV1B54y1b7zS/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,娱圈侃情,2021-4-11
如何看待阿里巴巴、阅文和丰巢合计被罚 150 万？,BV1if4y1e7VJ,阿里被罚,https://www.bilibili.com/video/BV1if4y1e7VJ/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,董旺青书友会,2020-12-15
天天硬事496期  阿里巴巴被罚180多亿，一味追求垄断必定没有未来,BV1sU4y1h7i9,阿里被罚,https://www.bilibili.com/video/BV1sU4y1h7i9/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,SuperM@ruko,2021-4-10
阿里被罚182.28亿元罚款，巨额罚款的背后究竟隐藏着哪些秘密,BV1dv411j7VG,阿里被罚,https://www.bilibili.com/video/BV1dv411j7VG/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,武学长电商,2021-4-11
刚洗完澡，出来就尿尿，被罚站了😂,BV1zF411X7Vx,阿里被罚,https://www.bilibili.com/video/BV1zF411X7Vx/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,阿里士多德-哎呦呦,2023-7-9
阿里被罚182亿！盘点阿里最近几个重大的消息,BV1cA411L7ce,阿里被罚,https://www.bilibili.com/video/BV1cA411L7ce/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,海蓝分享电商运营,2021-4-13
从人生导师到众矢之的，阿里被罚只是毛毛雨，马云的目标是什么？,BV1F54y1n7u4,阿里被罚,https://www.bilibili.com/video/BV1F54y1n7u4/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,宝瓶看娱乐,2021-7-11
腾讯阿里同被罚，金额超100亿，具体罚了什么？他们有何错？,BV1fg4y1c7pP,阿里被罚,https://www.bilibili.com/video/BV1fg4y1c7pP/,https://search.bilibili.com/all?keyword=阿里被罚&page=12&o=264,商耶头号玩家,2023-7-10
#阿里巴巴滥用市场支配地位实施垄断行为，被罚182.28亿元！,BV1kU4y1h78P,阿里被罚,https://www.bilibili.com/video/BV1kU4y1h78P/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,看度视频,2021-4-10
反垄断再出重拳，腾讯、阿里、京东等被罚,BV1QR4y1M7Q5,阿里被罚,https://www.bilibili.com/video/BV1QR4y1M7Q5/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,账号已注销,2022-1-21
因垄断被罚182亿，张勇说对阿里影响不大，看来还是处罚太轻了,BV1hp4y1t7yF,阿里被罚,https://www.bilibili.com/video/BV1hp4y1t7yF/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,账号已注销,2021-4-13
阿里巴巴和马云跌落神坛，被罚百亿内幕曝光，赵薇身份或成突破口,BV1jh411U76p,阿里被罚,https://www.bilibili.com/video/BV1jh411U76p/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,fgfd22,2021-4-14
大快人心！马云被罚182亿只是杀鸡儆猴，美团腾讯拼多多滴滴背后瑟瑟发抖！（1）,BV1oy4y1x7D1,阿里被罚,https://www.bilibili.com/video/BV1oy4y1x7D1/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,黑夜研究室,2021-4-10
阿里被罚182.28亿，释放什么信号？淘宝老运营独家解读,BV1bA411L76R,阿里被罚,https://www.bilibili.com/video/BV1bA411L76R/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,鑫老板电商,2021-4-13
阿里巴巴被罚182.28亿，能在企业所得税前列支吗？,BV18B4y1A7aM,阿里被罚,https://www.bilibili.com/video/BV18B4y1A7aM/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,万企帮财税,2021-4-22
如何看待阿里被罚182个小目标,BV1u84y1F7fq,阿里被罚,https://www.bilibili.com/video/BV1u84y1F7fq/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,白泽财经2021,2021-4-20
【公务员面试】阿里被罚180多亿，亏吗？考官视角：阿里赚大了！,BV1eK4y1K7Di,阿里被罚,https://www.bilibili.com/video/BV1eK4y1K7Di/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,老杨聊公考,2021-4-14
阿里被罚182亿后，姚劲波举报左晖贝壳网垄断，呼吁重罚40亿,BV1Y64y1v7Fd,阿里被罚,https://www.bilibili.com/video/BV1Y64y1v7Fd/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,新经济学家智库,2021-4-12
阿里被罚182后马云首次现身,BV1914y1x7Bs,阿里被罚,https://www.bilibili.com/video/BV1914y1x7Bs/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,成长思维社,2022-8-26
【网友小Z】被罚抄三字经，结果又铸币了,BV12T411E78X,阿里被罚,https://www.bilibili.com/video/BV12T411E78X/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,阿冉从小就很喜欢小z,2022-7-27
阿里云被罚：2021最大漏洞log4j事件，无数程序员加班修复的漏洞！,BV1oq4y1b7VZ,阿里被罚,https://www.bilibili.com/video/BV1oq4y1b7VZ/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,程序员杨叔,2022-2-10
阿里巴巴被罚182亿，马云曾表示：对钱不敢兴趣！今天被狠狠打脸,BV1Pg411D7ZL,阿里被罚,https://www.bilibili.com/video/BV1Pg411D7ZL/,https://search.bilibili.com/all?keyword=阿里被罚&page=13&o=288,秃头科普,2022-9-8
